spp,hatchdat,sizename,sizeclass_cm,rep,trialdate,letter,Avel_fts,Svel_fts,Treatment,dielphase,tempC_tread,DO_tread,tempC_hold,DO_hold,temp_sump,lux,N_fish,accl_time,start,end,Video_File_Name,General_Notes,Pre-test_tank,Post-test_tank,timePt,N_impinged,Time_impinged,Code_impinged,Nprod,Nrest,Nflange,Orientation,Fish,Swimming_time,Notes,Data_Enterer,Trial_ID_cam2,Trial_ID_cam4,Reviewer,Date_Reviewed,Notes/Flags?,BORIS_Ethovision_analyses,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,C,0.4,0.8,0.4A_0.8S,Day,19.9,NA,19,NA,NA,9,24,11:39,12:10,12:40,2023June15_1140AM_C,"DO broken, 1 extra fish caught and put back in holding tank, many bubbles on viewplates at ~15 min",JC-04,MB-B3,t25,0,NA,NA,1,0,0,downstream,fish1,0:00:40,NA,Zoe,20230615-C-cam2,20230615-C-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,C,0.4,0.8,0.4A_0.8S,Day,19.9,NA,19,NA,NA,9,24,11:39,12:10,12:40,2023June15_1140AM_C,"DO broken, 1 extra fish caught and put back in holding tank, many bubbles on viewplates at ~15 min",JC-04,MB-B3,t25,0,NA,NA,2,0,0,downstream,fish2,0:00:46,NA,Zoe,20230615-C-cam2,20230615-C-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,C,0.4,0.8,0.4A_0.8S,Day,19.9,NA,19,NA,NA,9,24,11:39,12:10,12:40,2023June15_1140AM_C,"DO broken, 1 extra fish caught and put back in holding tank, many bubbles on viewplates at ~15 min",JC-04,MB-B3,t25,0,NA,NA,3,0,0,downstream,fish3,0:00:41,NA,Zoe,20230615-C-cam2,20230615-C-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t5,0,NA,NA,1,6,7,upstream_perpendicular,fish1,0:00:33,lots of flange hugging,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t5,0,NA,NA,2,2,7,upstream_perpendicular,fish2,0:00:37,lots of flange hugging,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t5,0,NA,NA,3,0,7,upstream_perpendicular,fish3,0:00:30,lots of flange hugging,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t10,0,NA,NA,1,5,10,perpendicular,fish1,0:01:02,even more flange hugging,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t10,0,NA,NA,2,2,10,perpendicular,fish2,0:00:39,even more flange hugging,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t10,0,NA,NA,3,0,10,perpendicular,fish3,0:00:33,even more flange hugging,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t15,0,NA,NA,1,5,7,perpendicular,fish1,0:00:38,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t15,0,NA,NA,2,0,7,perpendicular,fish2,0:00:54,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t15,0,NA,NA,3,0,7,perpendicular,fish3,0:01:03,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t20,0,NA,NA,1,5,9,upstream_perpendicular,fish1,0:00:51,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t20,0,NA,NA,2,1,9,upstream_perpendicular,fish2,0:00:43,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t20,0,NA,NA,3,0,9,upstream_perpendicular,fish3,0:00:52,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t25,0,NA,NA,1,3,7,upstream_perpendicular,fish1,0:00:57,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t25,0,NA,NA,2,0,7,upstream_perpendicular,fish2,0:00:50,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r2,2023-06-15,D,0.4,2.0,0.4A_2S,Day,20.1,NA,19.3,NA,NA,9,24,12:58,13:30,14:00,2023June15_1300PM_D,DO broken,JC-04,MB-B4,t25,0,NA,NA,3,0,7,upstream_perpendicular,fish3,0:00:42,NA,Zoe,20230615-D-cam2,20230615-D-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t5,0,NA,NA,1,9,2,upstream,fish1,0:00:39,"many fish resting on screen, some flange exploration",Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t5,0,NA,NA,2,0,2,upstream,fish2,0:00:46,"many fish resting on screen, some flange exploration",Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t5,0,NA,NA,3,0,2,upstream,fish3,0:00:47,"many fish resting on screen, some flange exploration",Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t10,0,NA,NA,1,5,5,upstream,fish1,0:00:44,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t10,0,NA,NA,2,0,5,upstream,fish2,0:01:01,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t10,0,NA,NA,3,0,5,upstream,fish3,0:01:08,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t15,0,NA,NA,1,2,3,upstream,fish1,0:00:53,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t15,0,NA,NA,2,1,3,upstream,fish2,0:00:42,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t15,0,NA,NA,3,0,3,upstream,fish3,0:00:45,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t20,0,NA,NA,1,0,1,upstream,fish1,0:01:08,"fish 2 was very fast, mostly swam perpendicular to screen ",Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t20,0,NA,NA,2,0,1,upstream,fish2,0:00:26,"fish 2 was very fast, mostly swam perpendicular to screen ",Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t20,0,NA,NA,3,0,1,upstream,fish3,0:00:33,"fish 2 was very fast, mostly swam perpendicular to screen ",Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t25,0,NA,NA,1,3,0,upstream,fish1,0:00:56,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t25,0,NA,NA,2,0,0,upstream,fish2,0:00:50,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-15,E,0.4,2.0,0.4A_2S,Day,20.3,9.71,19.8,7.68,NA,8,24,14:20,14:50,15:20,2023June15_1420PM_E,NA,JC-04,MB-B5,t25,0,NA,NA,3,0,0,upstream,fish3,0:00:25,NA,Zoe,20230615-E-cam2,20230615-E-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t5,0,NA,NA,1,6,5,upstream,fish1,0:00:28,"many staying on or near the flange, debris removed from surface, fish either on screen or flange",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t5,0,NA,NA,2,0,5,upstream,fish2,0:00:40,"many staying on or near the flange, debris removed from surface, fish either on screen or flange",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t5,0,NA,NA,3,0,5,upstream,fish3,0:01:03,"many staying on or near the flange, debris removed from surface, fish either on screen or flange",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t10,0,NA,NA,1,10,4,upstream,fish1,0:00:40,"many staying on or near the flange, very few active swimmers",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t10,0,NA,NA,2,0,4,upstream,fish2,0:00:37,"many staying on or near the flange, very few active swimmers",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t10,0,NA,NA,3,0,4,upstream,fish3,0:00:39,"many staying on or near the flange, very few active swimmers",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t15,0,NA,NA,1,5,3,upstream,fish1,0:00:32,"more active swimming, fish at a 45 degreen angle upstream due to flow",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t15,0,NA,NA,2,0,3,upstream,fish2,0:00:49,"more active swimming, fish at a 45 degreen angle upstream due to flow",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t15,0,NA,NA,3,0,3,upstream,fish3,0:00:50,"more active swimming, fish at a 45 degreen angle upstream due to flow",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t20,0,NA,NA,1,3,5,upstream,fish1,0:00:39,either on flange or actively swimming,Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t20,0,NA,NA,2,0,5,upstream,fish2,0:00:37,either on flange or actively swimming,Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t20,0,NA,NA,3,0,5,upstream,fish3,0:00:42,either on flange or actively swimming,Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t25,0,NA,NA,1,1,5,upstream,fish1,0:00:23,"either on screen or flange, few active swimmers, debris removed from surface",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t25,0,NA,NA,2,0,5,upstream,fish2,0:00:57,"either on screen or flange, few active swimmers, debris removed from surface",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r3,2023-06-16,A,0.2,2.0,0.2A_2S,Day,19.9,NA,18.5,NA,NA,7,24,08:59,09:30,10:00,2023June16_0900AM_A,"DO broken, net dropped into treadmill at around 28:30 and crossed view plate 2 before being removed",JC-03,MB-B6,t25,0,NA,NA,3,0,5,upstream,fish3,0:00:30,"either on screen or flange, few active swimmers, debris removed from surface",Zoe,20230616-A-cam2,20230616-A-cam4,Alison,2023-09-07,,no,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t5,0,NA,NA,1,0,0,downstream_upstream,fish1,0:01:01,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t5,0,NA,NA,2,0,0,downstream_upstream,fish2,0:00:42,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t5,0,NA,NA,3,0,0,downstream_upstream,fish3,0:00:45,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t10,0,NA,NA,1,0,0,downstream_upstream,fish1,0:00:42,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t10,0,NA,NA,2,0,0,downstream_upstream,fish2,0:00:41,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t10,0,NA,NA,3,0,0,downstream_upstream,fish3,0:00:30,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t15,0,NA,NA,1,0,0,downstream_upstream,fish1,0:00:48,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t15,0,NA,NA,2,0,0,downstream_upstream,fish2,0:00:54,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t15,0,NA,NA,3,0,0,downstream_upstream,fish3,0:00:31,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t20,0,NA,NA,1,0,0,downstream_perpendicular,fish1,0:00:52,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t20,0,NA,NA,2,0,0,downstream_perpendicular,fish2,0:00:57,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t20,0,NA,NA,3,0,0,downstream_perpendicular,fish3,0:01:16,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t25,0,NA,NA,1,0,0,downstream_upstream,fish1,0:00:36,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t25,0,NA,NA,2,0,0,downstream_upstream,fish2,0:00:42,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
GS,2023-04-19,Small,6_10,r4,2023-06-16,B,0.2,0.8,0.2A_0.8S,Day,19.9,NA,18.8,NA,NA,8,24,10:17,10:50,11:20,2023June16_1020AM_B,DO broken,JC-03,MB-C1,t25,0,NA,NA,3,0,0,downstream_upstream,fish3,0:00:37,NA,Zoe,20230616-B-cam2,20230616-B-cam4,Alison,2023-09-07,,yes,,,,,,,,,,,,,,,,
