spp,hatchdat,sizename,sizeclass_cm,Trial_ID,Contact_event,Contact_Orientation,Contact_First_Bodypart,N_Contact,Time_Point,Notes,Data_Enterer,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,16,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,17,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,18,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,19,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,20,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,21,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,1,Downstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,2,Downstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,3,Downstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,4,Unknown,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,5,Upstream,Tail,3,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,6,Upstream,Tail,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,7,Upstream,Tail,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,8,Upstream,Tail,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,9,Upstream,Body,4,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,10,Upstream,Body,2,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,11,Upstream,Body,4,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,12,Upstream,Body,4,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,13,Upstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,14,Downstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,1,Unknown,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,2,Upstream,Tail,4,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,3,Upstream,Tail,2,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,4,Upstream,Tail,2,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,5,Upstream,Tail,4,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,6,Upstream,Tail,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,7,Upstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,8,Downstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,9,Downstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,10,Downstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,11,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,12,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,13,Downstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,1,Upstream,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,2,Upstream,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,3,Downstream,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,4,Downstream,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,5,Unknown,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,6,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,7,Upstream,Body,3,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,8,Upstream,Body,3,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,9,Upstream,Body,3,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,10,Upstream,Body,2,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,11,Downstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,12,Downstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,13,Downstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,14,Downstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,1,Upstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,2,Downstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,3,Downstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,4,Upstream,Tail,2,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,5,Upstream,Tail,2,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,6,Upstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,7,Upstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,8,Downstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,9,Downstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_A,10,Downstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,1,Upstream,Tail,4,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,2,Upstream,Tail,9,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,3,Upstream,Tail,2,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,4,Upstream,Tail,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,5,Upstream,Tail,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,6,Upstream,Tail,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,7,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,8,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,9,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,1,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,2,Unknown,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,3,Unknown,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,4,Upstream,Tail,6,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,5,Upstream,Tail,6,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,6,Upstream,Tail,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,7,Upstream,Tail,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,8,Upstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,1,Upstream,Tail,2,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,2,Upstream,Tail,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,3,Upstream,Tail,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,4,Upstream,Tail,4,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,5,Upstream,Tail,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,6,Upstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,7,Upstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,8,Upstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,9,Upstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,1,Upstream,Tail,3,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,2,Upstream,Tail,3,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,3,Upstream,Tail,3,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,4,Upstream,Tail,2,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,5,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,6,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,7,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,8,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,9,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,1,Upstream,Tail,3,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,2,Upstream,Tail,2,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,3,Upstream,Tail,4,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,4,Upstream,Tail,2,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,5,Upstream,Tail,3,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,6,Upstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,7,Upstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,8,Upstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_B,9,Downstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,1,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,2,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,3,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,4,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,5,Upstream,Tail,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,6,Upstream,Tail,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,7,Upstream,Body,3,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,8,Upstream,Body,2,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,9,Upstream,Body,4,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,10,Upstream,Body,3,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,11,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,12,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,13,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,14,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,15,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,16,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,17,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,18,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,19,Downstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,20,Unknown,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,1,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,2,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,3,Downstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,4,Unknown,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,5,Upstream,Tail,7,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,6,Upstream,Tail,3,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,7,Upstream,Tail,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,8,Upstream,Body,3,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,9,Upstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,10,Upstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,11,Downstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,12,Downstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,1,Unknown,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,2,Unknown,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,3,Upstream,Tail,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,4,Upstream,Tail,2,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,5,Upstream,Tail,2,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,6,Upstream,Tail,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,7,Upstream,Tail,2,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,8,Upstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,9,Downstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,10,Downstream,Tail,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,11,Upstream,Body,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,12,Upstream,Body,3,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,13,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,14,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,15,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,16,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,17,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,1,Upstream,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,2,Downstream,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,3,Downstream,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,4,Unknown,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,5,Unknown,Head,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,6,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,7,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,8,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,9,Upstream,Tail,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,10,Upstream,Body,3,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,11,Upstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,12,Upstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,13,Upstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,14,Upstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,15,Upstream,Body,1,t20,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,1,Upstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,2,Upstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,3,Upstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,4,Downstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,5,Downstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,6,Downstream,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,7,Unknown,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,8,Unknown,Head,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,9,Upstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,10,Upstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,11,Upstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,12,Downstream,Tail,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,13,Upstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,14,Upstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,15,Upstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-27_C,16,Downstream,Body,1,t25,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,1,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,2,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,3,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,4,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,5,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,6,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,7,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,8,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,9,Upstream,Head,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,10,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,11,Upstream,Body,1,t5,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,1,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,2,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,3,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,4,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,5,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,6,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,7,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,8,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,9,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,10,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,11,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,12,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,13,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,14,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,15,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,16,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,17,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,18,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,19,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,20,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,21,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,22,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,23,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,24,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,25,Upstream,Head,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,26,Upstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,27,Upstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,28,Upstream,Body,1,t10,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,1,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,2,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,3,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,4,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,5,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,6,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,7,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,8,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,9,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,10,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,11,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,12,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,13,Upstream,Head,1,t15,NA,Zoe,,,,,,,,,,
GS,2023-04-19,Small,6_10,2023-06-28_A,14,Upstream,Body,1,t15,NA,Zoe,,,,,,,,,,
