spp,hatchdat,sizename,sizeclass_cm,Trial_ID,Contact_event,Contact_Orientation,Contact_First_Bodypart,N_Contact,Time_Point,Notes,Data_Enterer,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,18,Unknown,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,19,Unknown,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,20,Unknown,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,21,Unknown,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,1,Upstream,Head,2,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,2,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,3,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,4,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,5,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,6,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,7,Upstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,8,Upstream,Body,3,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,9,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,10,Upstream,Body,3,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,11,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,12,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,13,Downstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,14,Downstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,15,Downstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,16,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,17,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,18,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,19,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,20,Unknown,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-19_C,21,Unknown,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,1,Upstream,Head,3,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,2,Upstream,Head,3,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,3,Upstream,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,4,Downstream,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,5,Downstream,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,6,Downstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,7,Downstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,8,Downstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,9,Downstream,Body,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,10,Downstream,Body,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,11,Unknown,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,12,Unknown,Head,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,1,Upstream,Head,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,2,Upstream,Head,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,3,Upstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,4,Upstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,5,Downstream,Head,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,6,Downstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,7,Downstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,8,Downstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,9,Unknown,Head,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,10,Unknown,Head,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,11,Unknown,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,1,Upstream,Head,2,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,2,Upstream,Body,2,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,3,Downstream,Head,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,4,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,5,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,6,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,7,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,8,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,9,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,10,Unknown,Unknown,4,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,11,Unknown,Unknown,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,1,Upstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,2,Upstream,Body,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,3,Upstream,Body,3,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,4,Upstream,Body,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,5,Upstream,Body,3,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,6,Upstream,Body,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,7,Downstream,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,8,Downstream,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,9,Downstream,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,10,Downstream,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,11,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,12,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,13,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,14,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,15,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,16,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,17,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,18,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,19,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,20,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,21,Downstream,Body,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,22,Downstream,Body,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,23,Downstream,Body,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,24,Unknown,Body,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,1,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,2,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,3,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,4,Downstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,5,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,6,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,7,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,8,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,9,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,10,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,11,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,12,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,13,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,14,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,15,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,16,Downstream,Body,2,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,17,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,18,Downstream,Body,2,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,19,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,20,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,21,Downstream,Body,2,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,22,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,23,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,24,Unknown,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_A,25,Unknown,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,1,Upstream,Tail,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,2,Upstream,Tail,3,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,3,Upstream,Body,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,4,Downstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,5,Downstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,6,Downstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,7,Downstream,Body,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,8,Downstream,Body,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,9,Unknown,Head,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,10,Unknown,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,1,Upstream,Body,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,2,Upstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,3,Upstream,Body,3,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,4,Downstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,5,Downstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,6,Downstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,7,Downstream,Tail,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,8,Downstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,9,Downstream,Body,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,10,Unknown,Head,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,1,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,2,Upstream,Body,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,3,Downstream,Head,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,4,Downstream,Head,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,5,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,6,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,7,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,8,Downstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,9,Unknown,Head,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,10,Unknown,Body,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,1,Upstream,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,2,Upstream,Head,4,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,3,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,4,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,5,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,6,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,7,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,8,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,9,Downstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,10,Downstream,Body,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,11,Unknown,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,1,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,2,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,3,Upstream,Head,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,4,Upstream,Tail,2,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,5,Upstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,6,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,7,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,8,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,9,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,10,Downstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,11,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_B,12,Downstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,1,Upstream,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,2,Upstream,Tail,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,3,Upstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,4,Upstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,5,Upstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,6,Upstream,Tail,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,7,Unknown,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,1,Upstream,Head,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,2,Upstream,Head,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,3,Upstream,Tail,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,4,Upstream,Tail,3,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,5,Upstream,Tail,3,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,6,Upstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,7,Upstream,Tail,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,8,Upstream,Tail,2,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,9,Upstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,10,Upstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,11,Unknown,Head,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,1,Upstream,Tail,3,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,2,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,3,Upstream,Tail,3,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,4,Upstream,Tail,7,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,5,Upstream,Tail,2,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,6,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,7,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,8,Upstream,Body,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,9,Downstream,Head,2,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,1,Upstream,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,2,Upstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,3,Upstream,Tail,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,4,Upstream,Tail,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,5,Upstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,6,Upstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,7,Upstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,8,Upstream,Tail,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,9,Upstream,Tail,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,10,Upstream,Tail,2,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,11,Unknown,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,12,Unknown,Head,1,t20,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,1,Upstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,2,Upstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,3,Upstream,Tail,2,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,4,Upstream,Tail,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,5,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_C,6,Upstream,Body,1,t25,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,1,Upstream,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,2,Upstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,3,Upstream,Tail,3,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,4,Upstream,Tail,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,5,Upstream,Tail,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,6,Upstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,7,Upstream,Tail,4,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,8,Upstream,Tail,2,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,9,Upstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,10,Upstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,11,Upstream,Body,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,12,Downstream,Tail,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,13,Unknown,Head,1,t5,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,1,Upstream,Tail,3,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,2,Upstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,3,Upstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,4,Upstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,5,Upstream,Tail,1,t10,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,1,Upstream,Head,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,2,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,3,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,4,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,5,Upstream,Tail,2,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,6,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,7,Upstream,Tail,2,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,8,Upstream,Tail,5,t15,NA,Megan,,,,,,,,,,
GS,2023-04-19,Medium,11_15,2023-07-20_D,9,Upstream,Tail,1,t15,NA,Megan,,,,,,,,,,
